,comment_id,name,location,comment,time,likes,replies_count,replies,parent_id,pre_com
179,125405853,Interested Citizen,NYC Metro,@Charles From St. Louis not quite  you need to learn more about it. It can already continue to develop itself.,2023-05-30 15:19:54,3,0,[],125405731,st louis quite need learn already continue develop
180,125408168,J,A,"But the we here is not just the US it is the whole world. China, India, too",2023-05-30 16:59:47,12,0,[],125405731,us whole world china india
181,125413236,Barbyr,Northern Illinois,"@Charles From St. Louis  It is a force of nature though. If human brains are not a natural product of our physical universe, nothing is. Human greed is unstoppable, just like a hurricane or tornado. Mankind has no defense against greed or mob mentality either one.",2023-05-30 20:21:40,2,0,[],125405731,st louis force nature though human brains natural product physical universe nothing human greed unstoppable hurricane tornado mankind defense greed mentality either
182,125417765,David,TX,"@Charles From St. Louis I don't think this ""We"" includes oh, lets say, North Korea, China or Russia who are surely rushing to master this new powerful technology.",2023-05-30 23:11:38,0,0,[],125405731,st louis think includes oh lets north korea china russia surely rushing master powerful technology
183,125405283,Debra STL,St. Louis MO,I am one of those heretics who wonders if the species of homo sapiens has run its course. Not much to like about it IMO.,2023-05-30 14:46:48,48,0,[],,heretics wonders species homo sapiens course much
184,125405422,bobby,new york,Just unplug the computers.,2023-05-30 14:56:06,7,2,"[{'commentID': 125406005, 'status': 'approved', 'commentSequence': 125406005, 'userID': 59101539, 'userDisplayName': 'Jay Reardon', 'userLocation': 'Westport CT', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'That won’t work in todays distributed cloud computing environment. AI can simply embed its code in benign code across thousands of networks. We would have to shut down the entire Internet. Then when we restart, the AI will just keep spreading as its programmed to do.', 'createDate': '1685449707', 'updateDate': '1685452927', 'approveDate': '1685449708', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405422, 'parentUserDisplayName': 'bobby', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125406005', 'isAnonymous': False}, {'commentID': 125406027, 'status': 'approved', 'commentSequence': 125406027, 'userID': 17837675, 'userDisplayName': 'Ira Allen', 'userLocation': 'Central CT', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@bobby \nI do believe that is their point: “The Computers” are no longer boxes on a desk, or racks in one building. They are not unpluggable.', 'createDate': '1685449793', 'updateDate': '1685464281', 'approveDate': '1685449795', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405422, 'parentUserDisplayName': 'bobby', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125406027', 'isAnonymous': False}]",,unplug computers
185,125406005,Jay Reardon,Westport CT,"That won’t work in todays distributed cloud computing environment. AI can simply embed its code in benign code across thousands of networks. We would have to shut down the entire Internet. Then when we restart, the AI will just keep spreading as its programmed to do.",2023-05-30 15:28:27,1,0,[],125405422,work todays distributed cloud computing environment ai simply embed code benign code across thousands networks shut entire internet restart ai keep spreading programmed
186,125406027,Ira Allen,Central CT,"@bobby 
I do believe that is their point: “The Computers” are no longer boxes on a desk, or racks in one building. They are not unpluggable.",2023-05-30 15:29:53,3,0,[],125405422,believe point computers longer boxes desk racks building unpluggable
187,125405509,thebigmancat,"New York, NY","I am certain that our leaders will get out in front of this, just as they have with climate change and mass shootings.",2023-05-30 15:01:11,945,6,"[{'commentID': 125408699, 'status': 'approved', 'commentSequence': 125408699, 'userID': 119753563, 'userDisplayName': 'Dear Prudence,', 'userLocation': 'Chicago', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': 'https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/uncropped-8c31db117b2652d8b8f35d775612c37b076fdf4986013e6a3ee0ce832e16b76f.jpg', 'commentTitle': '<br\\//>', 'commentBody': '@thebigmancat \n\nHah!\n\nThe other thing that occurs to me, when I hear these creators and promoters post up in Congress “begging” for regulation…\n\nI may not understand exactly why they’re doing that, however I don’t believe for even a single minute, that it is for the reasons stated.\n\nThis isn’t exactly a parade of selfless humanitarians! Doesn’t pass the smell test.', 'createDate': '1685456516', 'updateDate': '1685807337', 'approveDate': '1685456518', 'recommendations': 14, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405509, 'parentUserDisplayName': 'thebigmancat', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125408699', 'isAnonymous': False}, {'commentID': 125408999, 'status': 'approved', 'commentSequence': 125408999, 'userID': 61762386, 'userDisplayName': 'Brad King', 'userLocation': 'NYC', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@thebigmancat \n\nClimate change only became an issue of public concern more than a century after the industrial revolution began and the economic systems inherent in it had been ubiquitously adopted. The inertia of our systems is what causes such intense political gridlock around that issue. AI has not yet had time to ingrain itself in any of our systems, and luckily there is no amendment which explicitly grants us a right to use such technology. Not only that, but both parties have soured on social media in recent years and have acknowledged regulatory shortcomings in regards to their initial approach to that (once burgeoning) tech. I’m strangely optimistic about the prospect of bipartisan AI regulation.', 'createDate': '1685457228', 'updateDate': '1685530830', 'approveDate': '1685457230', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405509, 'parentUserDisplayName': 'thebigmancat', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125408999', 'isAnonymous': False}, {'commentID': 125409057, 'status': 'approved', 'commentSequence': 125409057, 'userID': 74527677, 'userDisplayName': 'Rex Page', 'userLocation': 'California', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Our leaders have gotten our in front of climate change and mass shootings. The problem is that upwards of 74 million voters, predominantly from the white working class, haven’t, and there are plenty of scoundrels comepeting for the votes of the willfully ignorant by giving them what they want.', 'createDate': '1685457334', 'updateDate': '1685788085', 'approveDate': '1685457935', 'recommendations': 14, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405509, 'parentUserDisplayName': 'thebigmancat', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125409057', 'isAnonymous': False}, {'commentID': 125409514, 'status': 'approved', 'commentSequence': 125409514, 'userID': 78499510, 'userDisplayName': 'Steve W', 'userLocation': 'Portland, Oregon', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': 'https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-f7f3c7da30ee1f73df4ed4335e770f56012d6b41a82b04d4578370a095ed8201.jpg', 'commentTitle': '<br\\//>', 'commentBody': ""@thebigmancat It's easy to pen such comments, but have you contacted your elected representatives to demand that they take action to get a handle on this danger while we still can?"", 'createDate': '1685458307', 'updateDate': '1685478906', 'approveDate': '1685458308', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405509, 'parentUserDisplayName': 'thebigmancat', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125409514', 'isAnonymous': False}, {'commentID': 125410430, 'status': 'approved', 'commentSequence': 125410430, 'userID': 36348551, 'userDisplayName': 'thebigmancat', 'userLocation': 'New York, NY', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@Steve W  Actually no. I'm too busy penning such comments."", 'createDate': '1685460466', 'updateDate': '1685530623', 'approveDate': '1685461463', 'recommendations': 7, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125409514, 'parentUserDisplayName': 'thebigmancat', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125410430', 'isAnonymous': False}, {'commentID': 125411470, 'status': 'approved', 'commentSequence': 125411470, 'userID': 55864681, 'userDisplayName': 'Boatwright', 'userLocation': 'VA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@thebigmancat \nAs with Covid, there will be a lot of blame shifting, and little done when we could have done something.  However, I have feeling AI will make Covid look like a trifle.', 'createDate': '1685462925', 'updateDate': '1685788122', 'approveDate': '1685462927', 'recommendations': 3, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405509, 'parentUserDisplayName': 'thebigmancat', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125411470', 'isAnonymous': False}]",,certain leaders front climate change mass shootings
188,125408699,"Dear Prudence,",Chicago,"@thebigmancat 

Hah!

The other thing that occurs to me, when I hear these creators and promoters post up in Congress “begging” for regulation…

I may not understand exactly why they’re doing that, however I don’t believe for even a single minute, that it is for the reasons stated.

This isn’t exactly a parade of selfless humanitarians! Doesn’t pass the smell test.",2023-05-30 17:21:56,14,0,[],125405509,thing occurs hear creators promoters post congress begging regulation understand exactly however believe even single minute reasons stated exactly parade selfless humanitarians pass smell test
189,125408999,Brad King,NYC,"@thebigmancat 

Climate change only became an issue of public concern more than a century after the industrial revolution began and the economic systems inherent in it had been ubiquitously adopted. The inertia of our systems is what causes such intense political gridlock around that issue. AI has not yet had time to ingrain itself in any of our systems, and luckily there is no amendment which explicitly grants us a right to use such technology. Not only that, but both parties have soured on social media in recent years and have acknowledged regulatory shortcomings in regards to their initial approach to that (once burgeoning) tech. I’m strangely optimistic about the prospect of bipartisan AI regulation.",2023-05-30 17:33:48,2,0,[],125405509,climate change became issue public concern century industrial revolution began economic systems inherent ubiquitously adopted inertia systems causes intense political gridlock around issue ai time ingrain systems luckily amendment explicitly grants us right technology parties soured social media recent years acknowledged regulatory shortcomings regards initial approach burgeoning tech strangely optimistic prospect bipartisan ai regulation
190,125409057,Rex Page,California,"Our leaders have gotten our in front of climate change and mass shootings. The problem is that upwards of 74 million voters, predominantly from the white working class, haven’t, and there are plenty of scoundrels comepeting for the votes of the willfully ignorant by giving them what they want.",2023-05-30 17:35:34,14,0,[],125405509,leaders gotten front climate change mass shootings problem upwards 74 million voters predominantly white working class plenty scoundrels comepeting votes willfully ignorant giving want
191,125409514,Steve W,"Portland, Oregon","@thebigmancat It's easy to pen such comments, but have you contacted your elected representatives to demand that they take action to get a handle on this danger while we still can?",2023-05-30 17:51:47,3,0,[],125405509,easy comments contacted elected representatives demand take action handle danger still
192,125410430,thebigmancat,"New York, NY",@Steve W  Actually no. I'm too busy penning such comments.,2023-05-30 18:27:46,7,0,[],125409514,w actually busy penning comments
193,125411470,Boatwright,VA,"@thebigmancat 
As with Covid, there will be a lot of blame shifting, and little done when we could have done something.  However, I have feeling AI will make Covid look like a trifle.",2023-05-30 19:08:45,3,0,[],125405509,covid blame shifting little done done something however feeling ai make covid look trifle
194,125405604,AKJersey,New Jersey,"Artificial intelligence is a tool, not a threat.
With Trump trying to destroy American democracy and Putin committing international war crimes against Ukraine, we have bigger things to worry about than AI.",2023-05-30 15:06:20,3,0,[],,artificial intelligence tool threat trump trying destroy american democracy putin committing international crimes ukraine bigger things worry ai
195,125405514,✍️,Honolulu,Doesn’t AI like any other machine have an on- and off-button? The fear seems greatly exaggerated and suspicious especially considering that it is being touted by the inventors of AI. They seem like a bunch of high school boys who are trying to play a prank on the teacher. How dumb do they think we are?,2023-05-30 15:01:20,8,5,"[{'commentID': 125405920, 'status': 'approved', 'commentSequence': 125405920, 'userID': 59101539, 'userDisplayName': 'Jay Reardon', 'userLocation': 'Westport CT', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '‘Pull the plug’ on what? In a distributed cloud environment, AI could simply ‘piggyback’ hidden inside other benign code over thousands of servers. We would have to shut down every server in the world. And when rebooted, the AI code just keeps going on as nothing happened.', 'createDate': '1685449453', 'updateDate': '1685461060', 'approveDate': '1685449454', 'recommendations': 11, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405514, 'parentUserDisplayName': '✍️', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125405920', 'isAnonymous': False}, {'commentID': 125405808, 'status': 'approved', 'commentSequence': 125405808, 'userID': 78671378, 'userDisplayName': 'Interested Citizen', 'userLocation': 'NYC Metro', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@✍️ not really. In some ways it can turn itself on if embedded in enough places.', 'createDate': '1685449023', 'updateDate': '1685453327', 'approveDate': '1685450129', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405514, 'parentUserDisplayName': '✍️', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125405808', 'isAnonymous': False}, {'commentID': 125406114, 'status': 'approved', 'commentSequence': 125406114, 'userID': 69725881, 'userDisplayName': 'Joel B', 'userLocation': 'New York', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""Listen to today's The Daily Podcast, which interviews Geoffrey Hinton who has been working on this for 50 years and just left his lucrative position at Google to speak freely on this matter."", 'createDate': '1685450030', 'updateDate': '1685453331', 'approveDate': '1685452328', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405514, 'parentUserDisplayName': '✍️', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125406114', 'isAnonymous': False}, {'commentID': 125406742, 'status': 'approved', 'commentSequence': 125406742, 'userID': 69095761, 'userDisplayName': '✍️', 'userLocation': 'Honolulu', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': 'https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-4326739c4ffbe7e0ea7fcacc92a114f63a5d77ea3b9b07405d5997f3c1967f18.jpg', 'commentTitle': '<br\\//>', 'commentBody': '@Jay Reardon   Then it could stupidly destroy itself in the same way which is more likely considering the stupidity of human beings especially those who invent things which they cannot control. Taking one look at Altman I see  a high school kid who thinks he’s smarter than anyone else but is really callow and immature. Nothing he says can be trusted.', 'createDate': '1685451840', 'updateDate': '1685455536', 'approveDate': '1685455536', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405920, 'parentUserDisplayName': '✍️', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125406742', 'isAnonymous': False}, {'commentID': 125406219, 'status': 'approved', 'commentSequence': 125406219, 'userID': 84313941, 'userDisplayName': 'Jaegerle', 'userLocation': 'Heidelberg', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@✍️ \nThe biggest issue is: NO, AI doesn\'t have an on-and-off-button as you think it should have. It is so much interwoven with all technological facilities in our civilization that you cannot just switch it off, just like you cannot switch off the internet without being able to turn the clock backwards. \nI recently tried to find a non-wifi controller for a house illumination project. Some Chinese products are still on the market, but the vast bulk is designed to work with Siri, Alexa & co. \nThis led me to a google search on ""how to make your smart home dumb again"". 22 million results showed up on ""how to make your dumb home smart"", but none, nada, zilch exactly matched my request. The only article I found was ""how to make your smart TV dumb"", involving a technical disconnect which would turn your  manufacturer\'s warranty invalid. \nTo some future bilionaire who\'s reading this: take your chance to get rich by redesigning and manufacturing disconnected home items - I guess there\'s a lot of folks out there who would prefer not to be reported to marketing or credit card companies on their habits and purchases, or controlled by big AGI.\nJust an example: why didn\'t you install a smart smoke detector in your living room? Because you like to smoke a cigar after dinner? Expect a considerable rise of your medical insurance plan fees. \nNow good luck with your on-off-switch.', 'createDate': '1685450375', 'updateDate': '1685461463', 'approveDate': '1685461463', 'recommendations': 0, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405514, 'parentUserDisplayName': '✍️', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125406219', 'isAnonymous': False}]",,ai machine button fear seems greatly exaggerated suspicious especially considering touted inventors ai seem bunch high school boys trying play prank teacher dumb think
196,125405920,Jay Reardon,Westport CT,"‘Pull the plug’ on what? In a distributed cloud environment, AI could simply ‘piggyback’ hidden inside other benign code over thousands of servers. We would have to shut down every server in the world. And when rebooted, the AI code just keeps going on as nothing happened.",2023-05-30 15:24:13,11,0,[],125405514,pull plug distributed cloud environment ai simply piggyback hidden inside benign code thousands servers shut every server world rebooted ai code keeps going nothing happened
197,125405808,Interested Citizen,NYC Metro,@✍️ not really. In some ways it can turn itself on if embedded in enough places.,2023-05-30 15:17:03,1,0,[],125405514,really ways turn embedded enough places
198,125406114,Joel B,New York,"Listen to today's The Daily Podcast, which interviews Geoffrey Hinton who has been working on this for 50 years and just left his lucrative position at Google to speak freely on this matter.",2023-05-30 15:33:50,1,0,[],125405514,listen today daily podcast interviews geoffrey hinton working 50 years left lucrative position google speak freely matter
199,125406742,✍️,Honolulu,@Jay Reardon   Then it could stupidly destroy itself in the same way which is more likely considering the stupidity of human beings especially those who invent things which they cannot control. Taking one look at Altman I see  a high school kid who thinks he’s smarter than anyone else but is really callow and immature. Nothing he says can be trusted.,2023-05-30 16:04:00,0,0,[],125405920,reardon stupidly destroy ly considering stupidity human beings especially invent things cannot control taking look altman high school thinks smarter anyone else really callow immature nothing says trusted
200,125406219,Jaegerle,Heidelberg,"@✍️ 
The biggest issue is: NO, AI doesn't have an on-and-off-button as you think it should have. It is so much interwoven with all technological facilities in our civilization that you cannot just switch it off, just like you cannot switch off the internet without being able to turn the clock backwards. 
I recently tried to find a non-wifi controller for a house illumination project. Some Chinese products are still on the market, but the vast bulk is designed to work with Siri, Alexa & co. 
This led me to a google search on ""how to make your smart home dumb again"". 22 million results showed up on ""how to make your dumb home smart"", but none, nada, zilch exactly matched my request. The only article I found was ""how to make your smart TV dumb"", involving a technical disconnect which would turn your  manufacturer's warranty invalid. 
To some future bilionaire who's reading this: take your chance to get rich by redesigning and manufacturing disconnected home items - I guess there's a lot of folks out there who would prefer not to be reported to marketing or credit card companies on their habits and purchases, or controlled by big AGI.
Just an example: why didn't you install a smart smoke detector in your living room? Because you like to smoke a cigar after dinner? Expect a considerable rise of your medical insurance plan fees. 
Now good luck with your on-off-switch.",2023-05-30 15:39:35,0,0,[],125405514,biggest issue ai button think much interwoven technological facilities civilization cannot switch cannot switch internet without able turn clock backwards recently tried find wifi controller house illumination project chinese products still market vast bulk designed work siri alexa co google search make smart home dumb 22 million results showed make dumb home smart none nada zilch exactly matched request article found make smart tv dumb involving technical disconnect turn manufacturer warranty invalid future bilionaire reading take chance rich redesigning manufacturing disconnected home items guess folks prefer reported marketing credit card companies habits purchases controlled example install smart smoke detector living room smoke cigar dinner expect considerable rise medical insurance plan fees good luck switch
201,125405526,TextualHealing,NYC,Boy do these guys want to write their own legislation and lock everyone else out of the market! Wow.,2023-05-30 15:02:03,10,0,[],,guys want write legislation lock everyone else market
202,125405642,BillyBaroo,South Carolina,"""Hey, we're building something that may one day pose an existential threat to humanity and should be considered a societal risk on par with pandemics and nuclear wars.""
So, why are you creating it?",2023-05-30 15:08:16,337,7,"[{'commentID': 125405827, 'status': 'approved', 'commentSequence': 125405827, 'userID': 78671378, 'userDisplayName': 'Interested Citizen', 'userLocation': 'NYC Metro', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@BillyBaroo Because companies are falling over themselves to buy it so they can for half or more of their workforce and reap bigger profits. Oops, I mean make their workers life easier', 'createDate': '1685449092', 'updateDate': '1685758531', 'approveDate': '1685449094', 'recommendations': 34, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125405827', 'isAnonymous': False}, {'commentID': 125406389, 'status': 'approved', 'commentSequence': 125406389, 'userID': 64595654, 'userDisplayName': 'Tired', 'userLocation': 'In New England', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Two words: capitalism and greed. If we don’t do it, China, Russia, etc. will', 'createDate': '1685450871', 'updateDate': '1685758534', 'approveDate': '1685452246', 'recommendations': 20, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125406389', 'isAnonymous': False}, {'commentID': 125407824, 'status': 'approved', 'commentSequence': 125407824, 'userID': 69548808, 'userDisplayName': 'r', 'userLocation': 'Left', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': 'Why are they creating it? Because it is a technology that will eventually create all new technologies at maximum computational speed (a speed that will increase exponentially as AI systems devote attention to increasing computational speed, itself). So if you’re not first to market with this, the person or government or corporate entity that beats you there, even by mere seconds, will forever be out of ahead of you technologically. It would be like trying to catch up to something moving at the speed of light, which is, of course, impossible.\n\nAnd waiting in the wings, attempting to get to this technology before the US and it’s businesses, is Russia and China. Do you want them to be first to market with the most powerful tool that humans will ever create? I sure do not. \n\nSo, there’s no choice but to go full speed ahead, even though we may imperil the entire species in the process. That’s why they are building it.', 'createDate': '1685454486', 'updateDate': '1685758556', 'approveDate': '1685454488', 'recommendations': 9, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125407824', 'isAnonymous': False}, {'commentID': 125409310, 'status': 'approved', 'commentSequence': 125409310, 'userID': 59094867, 'userDisplayName': 'Joe', 'userLocation': 'Beaverton, OR', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@BillyBaroo Because of the incredible good that this technology can do.  Human history has been a story of the invention of new ways to manipulate our environment and at the same time dealing with the disruptions that these technologies inevitably result in.  \n\nCapitalism and greed just drive these advances more quickly - they'd happen in any case. Our challenge is to keep our government functional enough to be able to address these challenges."", 'createDate': '1685457851', 'updateDate': '1685758566', 'approveDate': '1685457853', 'recommendations': 4, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125409310', 'isAnonymous': False}, {'commentID': 125408523, 'status': 'approved', 'commentSequence': 125408523, 'userID': 41162065, 'userDisplayName': 'Maridee', 'userLocation': 'USA', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': ""@BillyBaroo \nOne has to truly wonder why they are creating something they can't, by their own admission, control!"", 'createDate': '1685456048', 'updateDate': '1685584911', 'approveDate': '1685457935', 'recommendations': 6, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125408523', 'isAnonymous': False}, {'commentID': 125415966, 'status': 'approved', 'commentSequence': 125415966, 'userID': 18156636, 'userDisplayName': 'vishmael', 'userLocation': 'madison, wi', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@BillyBaroo \n\n""So, why are you creating it?""\n\nAs note many others, almost all human inventions were first developed as weapons, AI no different; if you do not lead AI development you stand to be defeated, annihilated by those who have mastered the new weaponry.\n\n""Only the paranoid survive."" – Andy Grove', 'createDate': '1685473881', 'updateDate': '1685758588', 'approveDate': '1685474208', 'recommendations': 2, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125415966', 'isAnonymous': False}, {'commentID': 125416487, 'status': 'approved', 'commentSequence': 125416487, 'userID': 57487962, 'userDisplayName': 'Garp', 'userLocation': 'Middle America', 'userTitle': 'NULL', 'userURL': 'NULL', 'picURL': None, 'commentTitle': '<br\\//>', 'commentBody': '@BillyBaroo Anyone who has studied human history with any attention realizes that we are vicious, defensive, self-centered and prone to rationalizing any horrific act.  This is not martyrdom, but an accurate picture of humanity\'s driving impulses.  It is why power corrupts, why we crave ""justice"" and righteous payback, and why the sweetest little old lady can turn into a frothing harpy if the right stimulus is applied.  It\'s MAGA too.  Mankind needs a significant reboot and if it requires the elimination of 90% of humanity, it may be the only thing that can teach us.  Perhaps replacement by AI is the only solution and subconsciously these guys know it (or at least can\'t stop themselves).', 'createDate': '1685475059', 'updateDate': '1685479254', 'approveDate': '1685476134', 'recommendations': 1, 'replyCount': 0, 'replies': [], 'editorsSelection': False, 'parentID': 125405642, 'parentUserDisplayName': 'BillyBaroo', 'depth': 2, 'commentType': 'userReply', 'trusted': 0, 'recommendedFlag': 0, 'permID': '125416487', 'isAnonymous': False}]",,building something pose existential threat humanity considered societal risk pandemics nuclear wars creating
203,125405827,Interested Citizen,NYC Metro,"@BillyBaroo Because companies are falling over themselves to buy it so they can for half or more of their workforce and reap bigger profits. Oops, I mean make their workers life easier",2023-05-30 15:18:12,34,0,[],125405642,companies falling half workforce reap bigger profits oops mean make workers life easier
204,125406389,Tired,In New England,"Two words: capitalism and greed. If we don’t do it, China, Russia, etc. will",2023-05-30 15:47:51,20,0,[],125405642,words capitalism greed china russia
205,125407824,r,Left,"Why are they creating it? Because it is a technology that will eventually create all new technologies at maximum computational speed (a speed that will increase exponentially as AI systems devote attention to increasing computational speed, itself). So if you’re not first to market with this, the person or government or corporate entity that beats you there, even by mere seconds, will forever be out of ahead of you technologically. It would be like trying to catch up to something moving at the speed of light, which is, of course, impossible.

And waiting in the wings, attempting to get to this technology before the US and it’s businesses, is Russia and China. Do you want them to be first to market with the most powerful tool that humans will ever create? I sure do not. 

So, there’s no choice but to go full speed ahead, even though we may imperil the entire species in the process. That’s why they are building it.",2023-05-30 16:48:06,9,0,[],125405642,creating technology eventually create technologies maximum computational speed speed increase exponentially ai systems devote attention increasing computational speed first market person government corporate entity beats even mere seconds forever ahead technologically trying catch something moving speed light course impossible waiting wings attempting technology us businesses russia china want first market powerful tool human ever create sure choice go full speed ahead even though imperil entire species process building
206,125409310,Joe,"Beaverton, OR","@BillyBaroo Because of the incredible good that this technology can do.  Human history has been a story of the invention of new ways to manipulate our environment and at the same time dealing with the disruptions that these technologies inevitably result in.  

Capitalism and greed just drive these advances more quickly - they'd happen in any case. Our challenge is to keep our government functional enough to be able to address these challenges.",2023-05-30 17:44:11,4,0,[],125405642,incredible good technology human history story invention ways manipulate environment time dealing disruptions technologies inevitably result capitalism greed drive advances quickly happen case challenge keep government functional enough able address challenges
207,125408523,Maridee,USA,"@BillyBaroo 
One has to truly wonder why they are creating something they can't, by their own admission, control!",2023-05-30 17:14:08,6,0,[],125405642,truly wonder creating something admission control
208,125415966,vishmael,"madison, wi","@BillyBaroo 

""So, why are you creating it?""

As note many others, almost all human inventions were first developed as weapons, AI no different; if you do not lead AI development you stand to be defeated, annihilated by those who have mastered the new weaponry.

""Only the paranoid survive."" – Andy Grove",2023-05-30 22:11:21,2,0,[],125405642,creating note many others almost human inventions first developed weapons ai different lead ai development stand defeated annihilated mastered weaponry paranoid survive andy grove
